sim_id,ok,error,runtime_s,qwinj_rate,qo_rate_high,qo_rate_low,k_mult,phi_mult,p_init,pb_shift,fpr_min_psi,fpr_max_psi,fpr_range_psi
79,True,,24.828494166955352,6609.365378753044,1994.3931136285573,132.9595409085705,0.5366762613230223,0.8320947346913798,4067.8767158828678,94.46626587867615,2513.94921875,4257.4951171875,1743.5458984375
80,True,,25.733334416989237,4196.15604102116,1870.6485704592196,124.7099046972813,0.680874541125336,0.9080659520416772,4407.653825771438,8.14803611435508,2426.799072265625,4597.88623046875,2171.087158203125
81,True,,22.299402042059228,8616.038013695408,826.3211018175219,55.08807345450146,1.6245586265669552,0.8545675697092219,4299.9132482305085,222.24758527155552,3020.5068359375,4507.23876953125,1486.73193359375
82,True,,23.454159540939145,2190.2749344830954,2187.7729409631784,145.85152939754522,1.565025320081935,1.081336212406111,4115.992084042487,72.12904308680754,2021.1812744140625,4306.59326171875,2285.4119873046875
83,True,,24.144842125009745,7198.953112592246,2074.6644226488115,138.31096150992076,1.2689969497625126,1.0068386104657239,3892.3822982336314,-111.58791708403672,2063.22119140625,4082.08837890625,2018.8671875
84,True,,24.67881483398378,5332.9367476328725,1424.2983616852812,94.95322411235207,1.460658818155462,0.8209209852354299,4332.088042522304,268.22665985348556,2042.927001953125,4527.966796875,2485.039794921875
85,True,,21.599119624937885,4446.9452801642365,1617.9139452187865,107.86092968125243,0.7115409499250219,1.2834077487601587,4354.3390314454255,345.3282545494403,2931.96240234375,4558.35498046875,1626.392578125
86,True,,26.22297349991277,5014.659119986863,2210.978287600523,147.39855250670152,1.4532948959787935,0.7322227582362092,4194.519436761274,122.93025810553263,1726.7061767578125,4370.32666015625,2643.6204833984375
87,True,,22.835295083001256,8041.972535886139,1321.5884610562612,88.10589740375075,1.607766966496429,0.8875747630955372,4059.088877664716,-239.34604400385578,2032.5587158203125,4256.9140625,2224.3553466796875
88,True,,22.915132583933882,8797.348580112724,1621.425737963466,108.09504919756439,1.8763299525919213,0.9988121552816416,4110.81750472487,-142.6238759413997,1968.8648681640625,4306.7041015625,2337.8392333984375
89,True,,23.809437041985802,6416.384054408585,2073.262605493422,138.21750703289482,1.4577012916471108,1.0132750557418906,4069.1245406419494,13.174926254476645,2006.0626220703125,4259.09228515625,2253.0296630859375
90,True,,21.98222387500573,3982.1997224975903,1498.539797158914,99.90265314392761,1.2325018783068284,0.9305146859158978,3819.4937644390143,-13.925827323567944,2170.370361328125,4016.66748046875,1846.297119140625
91,True,,24.121715208981186,3724.4656924825877,2013.1052276583596,134.20701517722398,0.995301943396597,1.1116299217035401,4284.614445983609,-245.57873315247053,2266.4775390625,4477.15869140625,2210.68115234375
92,True,,23.731085125007667,7355.1708362463005,1211.498199568545,80.766546637903,0.8249335462760641,1.1133408714717834,4364.694934099851,-93.48655390132322,2720.597900390625,4569.19482421875,1848.596923828125
93,True,,23.59216020803433,4863.245924320108,880.0672254647986,58.67114836431991,0.833551891845216,0.964577579078822,4114.359464787123,-134.05654611073575,2822.68115234375,4321.65234375,1498.97119140625
94,True,,23.2490045420127,8495.79425716077,1487.718872119365,99.181258141291,1.2929863071624363,1.0611981781165176,4106.272705946589,-249.70476515963597,2244.401611328125,4305.40771484375,2061.006103515625
95,True,,24.10301070800051,3060.661847189922,2064.012606119176,137.60084040794504,0.7049647031049109,0.8533242168612343,4037.9730634081934,137.0653282603913,2345.82470703125,4226.9658203125,1881.14111328125
96,True,,21.763427832978778,3614.7538772950047,2108.68777937139,140.579185291426,1.250314473970028,1.1536558886277117,4274.595287101841,399.18002766836344,2331.05517578125,4471.05615234375,2140.0009765625
97,True,,22.18595379195176,7835.246013411518,1827.741132643846,121.84940884292307,1.6636702582371132,1.2780435447735492,4325.817625427455,207.5317169313509,2369.468017578125,4525.943359375,2156.475341796875
98,True,,21.911237749969587,2746.788207325333,1756.6588261649417,117.11058841099612,1.3354219719322775,0.7574124471757173,3994.5289108716374,100.77368347687434,1871.5537109375,4181.25390625,2309.7001953125
99,True,,18.884297957993113,3440.8868578238917,933.5090922879801,62.23393948586534,1.6356436742765093,1.0030853372211426,4384.380889954718,110.00701359823694,3010.31884765625,4591.9501953125,1581.63134765625
100,True,,17.43228495900985,8931.946609649282,1540.1598470434615,102.67732313623077,1.4585408153970107,1.2159823262209635,4399.400187680258,-157.29756086931926,2415.639404296875,4600.9453125,2185.305908203125
